REGION,TECHNOLOGY,EMISSION,MODE_OF_OPERATION,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070
EU27,EUEINNGSFCCP,EUN2O,1,-0.00013,-0.00013,-0.00013,-0.00013,-0.00013,-0.00013,-0.00012,-0.00012,-0.00012,-0.00012,-0.00012,-0.00012,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011
EU27,EUEINCOAFCCO,EUCO2,1,-0.12341,-0.12341,-0.12341,-0.12178,-0.1202,-0.11864,-0.11713,-0.11565,-0.1142,-0.11278,-0.1114,-0.11005,-0.10872,-0.10839,-0.10807,-0.10774,-0.10742,-0.1071,-0.10678,-0.10646,-0.10615,-0.10583,-0.10552,-0.10521,-0.10491,-0.1046,-0.1043,-0.10399,-0.10369,-0.10339,-0.1031,-0.1028,-0.10251,-0.10251,-0.10251,-0.10251,-0.10251,-0.10251,-0.10251,-0.10251,-0.10251,-0.10251,-0.10251,-0.10251,-0.10251,-0.10251,-0.10251,-0.10251,-0.10251,-0.10251,-0.10251,-0.10251,-0.10251
EU27,EUEINCOAFCCO,EUCH4,1,-0.00126,-0.00126,-0.00126,-0.00125,-0.00123,-0.00121,-0.0012,-0.00118,-0.00117,-0.00115,-0.00114,-0.00113,-0.00111,-0.00111,-0.0011,-0.0011,-0.0011,-0.0011,-0.00109,-0.00109,-0.00109,-0.00108,-0.00108,-0.00108,-0.00107,-0.00107,-0.00107,-0.00106,-0.00106,-0.00106,-0.00105,-0.00105,-0.00105,-0.00105,-0.00105,-0.00105,-0.00105,-0.00105,-0.00105,-0.00105,-0.00105,-0.00105,-0.00105,-0.00105,-0.00105,-0.00105,-0.00105,-0.00105,-0.00105,-0.00105,-0.00105,-0.00105,-0.00105
EU27,EUEINCOAFCCO,EUN2O,1,-0.00189,-0.00189,-0.00189,-0.00187,-0.00184,-0.00182,-0.0018,-0.00177,-0.00175,-0.00173,-0.00171,-0.00169,-0.00167,-0.00166,-0.00166,-0.00165,-0.00165,-0.00164,-0.00164,-0.00163,-0.00163,-0.00162,-0.00162,-0.00161,-0.00161,-0.0016,-0.0016,-0.00159,-0.00159,-0.00159,-0.00158,-0.00158,-0.00157,-0.00157,-0.00157,-0.00157,-0.00157,-0.00157,-0.00157,-0.00157,-0.00157,-0.00157,-0.00157,-0.00157,-0.00157,-0.00157,-0.00157,-0.00157,-0.00157,-0.00157,-0.00157,-0.00157,-0.00157
EU27,EUEINNGSFCCO,EUCO2,1,-0.07346,-0.07346,-0.07346,-0.07237,-0.07131,-0.07027,-0.06926,-0.06827,-0.06731,-0.06636,-0.06544,-0.06454,-0.06366,-0.06353,-0.06341,-0.06329,-0.06317,-0.06304,-0.06293,-0.06281,-0.06269,-0.06257,-0.06246,-0.06232,-0.06219,-0.06206,-0.06193,-0.06179,-0.06166,-0.06153,-0.06141,-0.06128,-0.06115,-0.06115,-0.06115,-0.06115,-0.06115,-0.06115,-0.06115,-0.06115,-0.06115,-0.06115,-0.06115,-0.06115,-0.06115,-0.06115,-0.06115,-0.06115,-0.06115,-0.06115,-0.06115,-0.06115,-0.06115
EU27,EUEINNGSFCCO,EUCH4,1,-0.00131,-0.00131,-0.00131,-0.00129,-0.00127,-0.00125,-0.00123,-0.00122,-0.0012,-0.00118,-0.00117,-0.00115,-0.00113,-0.00113,-0.00113,-0.00113,-0.00113,-0.00112,-0.00112,-0.00112,-0.00112,-0.00112,-0.00111,-0.00111,-0.00111,-0.00111,-0.0011,-0.0011,-0.0011,-0.0011,-0.00109,-0.00109,-0.00109,-0.00109,-0.00109,-0.00109,-0.00109,-0.00109,-0.00109,-0.00109,-0.00109,-0.00109,-0.00109,-0.00109,-0.00109,-0.00109,-0.00109,-0.00109,-0.00109,-0.00109,-0.00109,-0.00109,-0.00109
EU27,EUEINNGSFCCO,EUN2O,1,-0.00013,-0.00013,-0.00013,-0.00013,-0.00013,-0.00013,-0.00012,-0.00012,-0.00012,-0.00012,-0.00012,-0.00012,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011
EU27,EUE00GHG00BS,EUCO2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
EU27,EUE00GHG00BS,EUCH4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
EU27,EUE00GHG00BS,EUN2O,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
EU27,EUE00GHG00BS,EUCO2_ETS,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
EU27,EUE00GHG00BS,EUCH4_ETS,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
EU27,EUE00GHG00BS,EUN2O_ETS,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
EU27,EUE00GHG00BS,EUCO2_ESR,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
EU27,EUE00GHG00BS,EUCH4_ESR,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
EU27,EUE00GHG00BS,EUN2O_ESR,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
EU27,EUE00GHG00BS,EUCO2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
EU27,EUE00GHG00BS,EUCH4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
EU27,EUE00GHG00BS,EUN2O,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
